classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
430326502,Dagnystorm,2493519,be2a94f1d62aebe021da,22075,"Identify dolphins, whales and ships",9.11,2022-08-02 17:10:37 UTC,,,"{""source"":""api"",""session"":""09c3fa65e215f46693f63237b7ade989b63b572341464e104e8fb9503ff24fc6"",""viewport"":{""width"":1419,""height"":701},""started_at"":""2022-08-02T17:10:05.969Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-02T17:10:36.950Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-02T17:10:05.714Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you hear?"",""value"":""Whales and ship noise""}]","{""79007558"":{""retired"":null,""Filename"":""CCES_010_Mn_1.mp3""}}",79007558
430781822,Dagnystorm,2493519,4c60a31bcef405700f23,22075,"Identify dolphins, whales and ships",9.14,2022-08-04 19:27:46 UTC,,,"{""source"":""api"",""session"":""fd77b01f4cc28d520b9a5ece90d90b9da06e5bb0a2a198d9facdb71bb0d0ea33"",""viewport"":{""width"":1409,""height"":701},""started_at"":""2022-08-04T19:27:33.390Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-04T19:27:46.179Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-04T19:27:33.341Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you hear? "",""value"":""Whales and ship noise""}]","{""79007558"":{""retired"":null,""Filename"":""CCES_010_Mn_1.mp3""}}",79007558
433568848,AnneListens,1882787,3108ceeef04c611c6eac,22075,"Identify dolphins, whales and ships",15.35,2022-08-19 21:14:08 UTC,,,"{""source"":""api"",""session"":""08b34628137da6d1bc26e5caec7790fb08a014cb462b454b0020849893a8f320"",""viewport"":{""width"":1190,""height"":708},""started_at"":""2022-08-19T21:12:01.335Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-19T21:14:15.454Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":825,""clientHeight"":481,""naturalWidth"":1200,""naturalHeight"":700},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-19T21:11:54.236Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""Humpback whale calls""]}]","{""79845120"":{""retired"":null,""sounds"":""CCES_010_Mn_21.d24.mp3"",""subject_id"":""CCES_010_Mn_21"",""image_name_1"":""CCES_010_Mn_21.d24.png""}}",79845120
433568946,AnneListens,1882787,3108ceeef04c611c6eac,22075,"Identify dolphins, whales and ships",15.35,2022-08-19 21:14:37 UTC,,,"{""source"":""api"",""session"":""08b34628137da6d1bc26e5caec7790fb08a014cb462b454b0020849893a8f320"",""viewport"":{""width"":1190,""height"":708},""started_at"":""2022-08-19T21:14:23.004Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-19T21:14:44.676Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-19T21:11:54.236Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""Humpback whale calls""]}]","{""79845130"":{""retired"":null,""sounds"":""CCES_010_Mn_92.d24.mp3"",""subject_id"":""CCES_010_Mn_92"",""image_name_1"":""CCES_010_Mn_92.d24.png""}}",79845130
433618221,AnneListens,1882787,e0bafe2d70e84f5b17bd,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 04:35:25 UTC,,,"{""source"":""api"",""session"":""fa49b2f3070d41ce6ced756561de5cb74a0ab13791960e2830c64b3205d299da"",""viewport"":{""width"":936,""height"":650},""started_at"":""2022-08-20T04:34:59.152Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T04:35:25.508Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":260,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T04:34:59.109Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""None of the above""]}]","{""79862222"":{""retired"":null,""sounds"":""CCES_010_009.d6.mp3"",""subject_id"":""CCES_010_009"",""image_name_1"":""CCES_010_009.d6.png""}}",79862222
433618254,AnneListens,1882787,e0bafe2d70e84f5b17bd,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 04:35:51 UTC,,,"{""source"":""api"",""session"":""fa49b2f3070d41ce6ced756561de5cb74a0ab13791960e2830c64b3205d299da"",""viewport"":{""width"":936,""height"":650},""started_at"":""2022-08-20T04:35:27.926Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T04:35:51.457Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":260,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T04:34:59.109Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""Sperm whale clicks"",""Dolphin whistles""]}]","{""79862281"":{""retired"":null,""sounds"":""CCES_010_068.d6.mp3"",""subject_id"":""CCES_010_068"",""image_name_1"":""CCES_010_068.d6.png""}}",79862281
433618290,AnneListens,1882787,e0bafe2d70e84f5b17bd,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 04:36:17 UTC,,,"{""source"":""api"",""session"":""fa49b2f3070d41ce6ced756561de5cb74a0ab13791960e2830c64b3205d299da"",""viewport"":{""width"":936,""height"":650},""started_at"":""2022-08-20T04:35:52.987Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T04:36:17.265Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":260,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T04:34:59.109Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""None of the above""]}]","{""79862233"":{""retired"":null,""sounds"":""CCES_010_020.d6.mp3"",""subject_id"":""CCES_010_020"",""image_name_1"":""CCES_010_020.d6.png""}}",79862233
433618325,AnneListens,1882787,e0bafe2d70e84f5b17bd,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 04:36:44 UTC,,,"{""source"":""api"",""session"":""fa49b2f3070d41ce6ced756561de5cb74a0ab13791960e2830c64b3205d299da"",""viewport"":{""width"":936,""height"":650},""started_at"":""2022-08-20T04:36:18.831Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T04:36:44.228Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":260,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T04:34:59.109Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""None of the above""]}]","{""79862312"":{""retired"":null,""sounds"":""CCES_010_099.d6.mp3"",""subject_id"":""CCES_010_099"",""image_name_1"":""CCES_010_099.d6.png""}}",79862312
433618357,AnneListens,1882787,e0bafe2d70e84f5b17bd,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 04:37:14 UTC,,,"{""source"":""api"",""session"":""fa49b2f3070d41ce6ced756561de5cb74a0ab13791960e2830c64b3205d299da"",""viewport"":{""width"":936,""height"":650},""started_at"":""2022-08-20T04:36:45.328Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T04:37:13.831Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":445,""clientHeight"":260,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T04:34:59.109Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""Dolphin clicks"",""Dolphin whistles"",""Ship noise""]}]","{""79862264"":{""retired"":null,""sounds"":""CCES_010_051.d6.mp3"",""subject_id"":""CCES_010_051"",""image_name_1"":""CCES_010_051.d6.png""}}",79862264
433623633,AnneListens,1882787,2f600a0696214eabbdf9,22075,"Identify dolphins, whales and ships",15.35,2022-08-20 05:44:02 UTC,,,"{""source"":""api"",""session"":""7d56b7c2f59875598b4846bad565b34b7b357c53abf5392c598f476b72812216"",""viewport"":{""width"":1037,""height"":650},""started_at"":""2022-08-20T05:43:36.330Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2022-08-20T05:44:02.500Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":541,""clientHeight"":315,""naturalWidth"":792,""naturalHeight"":462},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-20T05:43:36.268Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""57378""}","[{""task"":""T0"",""task_label"":""What do you see and hear?  \n(Multiple selections are OK)"",""value"":[""Ship noise""]}]","{""79862471"":{""retired"":null,""sounds"":""CCES_010_258.d6.mp3"",""subject_id"":""CCES_010_258"",""image_name_1"":""CCES_010_258.d6.png""}}",79862471
